,guid,sentence,opinion_type,target,opinin_Term,polarity,aspect_p,pos_tag,emd_con1,emd_con2,emd_con3,emd_con4,OP_Term_Tag,Target_Tag
21,train-21,"['Excellent', 'atmosphere', ',', 'delicious', 'dishes', 'good', 'and', 'friendly', 'service', '.']",explicit,service,good,positive,SERVICE GENERAL positive,"['ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O']"
22,train-22,"['Excellent', 'atmosphere', ',', 'delicious', 'dishes', 'good', 'and', 'friendly', 'service', '.']",explicit,service,friendly,positive,SERVICE GENERAL positive,"['ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'O', 'O']","['O', 'O', 'O', 'O', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'O', 'O']","['O', 'O', 'O', 'ADJ', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'O', 'O']","['O', 'O', 'O', 'ADJ', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O']"
23,train-23,"['Consequently', ',', 'their', 'burgers', 'fell', 'apart', 'in', 'their', 'hands', 'and', 'made', 'such', 'a', 'mess', 'that', 'they', ""did'nt"", 'feel', 'like', 'finishing', 'them', '.']",explicit,burgers,fell apart,negative,FOOD STYLE_OPTIONS negative,"['ADV', 'PUNCT', 'PRON', 'NOUN', 'VERB', 'ADV', 'ADP', 'PRON', 'NOUN', 'CCONJ', 'VERB', 'DET', 'DET', 'NOUN', 'PRON', 'PRON', 'ADV', 'VERB', 'ADP', 'VERB', 'PRON', 'PUNCT']","['O', 'O', 'O', 'O', 'VERB', 'ADV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ADV', 'O', 'O', 'NOUN', 'VERB', 'ADV', 'ADP', 'O', 'O', 'CCONJ', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ADV', 'O', 'PRON', 'NOUN', 'VERB', 'ADV', 'ADP', 'O', 'NOUN', 'CCONJ', 'VERB', 'O', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ADV', 'O', 'PRON', 'NOUN', 'VERB', 'ADV', 'ADP', 'PRON', 'NOUN', 'CCONJ', 'VERB', 'O', 'O', 'NOUN', 'O', 'O', 'O', 'VERB', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-ET', 'I-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
24,train-24,"['I', ""'m"", 'partial', 'to', 'the', 'Gnocchi', '.']",explicit,Gnocchi,partial,positive,RESTAURANT GENERAL positive,"['PRON', 'AUX', 'ADJ', 'ADP', 'DET', 'PROPN', 'PUNCT']","['O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O']","['PRON', 'AUX', 'ADJ', 'O', 'O', 'O', 'O']","['PRON', 'AUX', 'ADJ', 'O', 'O', 'O', 'O']","['PRON', 'AUX', 'ADJ', 'O', 'O', 'O', 'O']","['O', 'O', 'B-ET', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-EO', 'O']"
25,train-25,"['The', 'waiter', 'was', 'attentive', '.']",explicit,waiter,attentive,positive,SERVICE GENERAL positive,"['DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT']","['O', 'O', 'AUX', 'ADJ', 'O']","['O', 'NOUN', 'AUX', 'ADJ', 'O']","['O', 'NOUN', 'AUX', 'ADJ', 'O']","['O', 'NOUN', 'AUX', 'ADJ', 'O']","['O', 'O', 'O', 'B-ET', 'O']","['O', 'B-EO', 'O', 'O', 'O']"
26,train-26,"['My', 'chicken', 'was', 'inedible', 'as', 'there', 'were', 'so', 'many', 'fatty', 'lumps', 'which', 'i', 'had', 'to', 'keep', 'spitting', 'out', 'into', 'my', 'napkin', '.']",explicit,chicken,inedible,negative,FOOD QUALITY negative,"['PRON', 'NOUN', 'AUX', 'ADJ', 'SCONJ', 'PRON', 'VERB', 'ADV', 'ADJ', 'NOUN', 'VERB', 'PRON', 'PRON', 'VERB', 'PART', 'VERB', 'VERB', 'ADP', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['O', 'O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'NOUN', 'AUX', 'ADJ', 'O', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRON', 'NOUN', 'AUX', 'ADJ', 'SCONJ', 'PRON', 'VERB', 'O', 'O', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRON', 'NOUN', 'AUX', 'ADJ', 'SCONJ', 'PRON', 'VERB', 'O', 'O', 'NOUN', 'VERB', 'O', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
27,train-27,"['I', 'completely', 'recommend', 'Casa', 'La', 'Femme', 'for', 'any', 'special', 'occasion', 'and', 'to', 'REALLY', 'impress', 'your', 'date', '.']",explicit,Casa La Femme,recommend,positive,RESTAURANT MISCELLANEOUS positive,"['PRON', 'ADV', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'PART', 'PROPN', 'VERB', 'PRON', 'NOUN', 'PUNCT']","['O', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRON', 'ADV', 'VERB', 'O', 'O', 'PROPN', 'ADP', 'O', 'O', 'O', 'CCONJ', 'O', 'O', 'VERB', 'O', 'O', 'O']","['PRON', 'ADV', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'O', 'O', 'NOUN', 'CCONJ', 'PART', 'O', 'VERB', 'O', 'NOUN', 'O']","['PRON', 'ADV', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'O', 'ADJ', 'NOUN', 'CCONJ', 'PART', 'PROPN', 'VERB', 'PRON', 'NOUN', 'O']","['O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-EO', 'I-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
28,train-28,"['Even', 'though', 'its', 'good', 'seafood', ',', 'the', 'prices', 'are', 'too', 'high', '.']",explicit,seafood,good,positive,FOOD QUALITY positive,"['ADV', 'SCONJ', 'PRON', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'PRON', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'PRON', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'PRON', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
29,train-29,"['Even', 'though', 'its', 'good', 'seafood', ',', 'the', 'prices', 'are', 'too', 'high', '.']",implicit,,high,negative,RESTAURANT PRICES negative,"['ADV', 'SCONJ', 'PRON', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'ADJ', 'O']","['ADV', 'SCONJ', 'O', 'O', 'NOUN', 'O', 'O', 'NOUN', 'AUX', 'O', 'ADJ', 'O']","['ADV', 'SCONJ', 'PRON', 'ADJ', 'NOUN', 'O', 'O', 'NOUN', 'AUX', 'O', 'ADJ', 'O']","['ADV', 'SCONJ', 'PRON', 'ADJ', 'NOUN', 'O', 'O', 'NOUN', 'AUX', 'O', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IT', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NULL', 'O']"
30,train-30,"['I', 'would', 'say', 'that', 'all', 'was', 'fine', 'and', 'tasty', 'but', 'the', 'heaviness', 'on', 'my', 'stomach', 'someting', 'that', 'i', 'ca', ""n't"", 'not', 'mention', 'or', 'undermine', '.']",implicit,,the heaviness on my stomach someting that i ca n't not mention or undermine,negative,FOOD QUALITY negative,"['PRON', 'AUX', 'VERB', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'VERB', 'SCONJ', 'PRON', 'AUX', 'PART', 'PART', 'VERB', 'CCONJ', 'VERB', 'PUNCT']","['O', 'O', 'O', 'SCONJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'ADP', 'PRON', 'NOUN', 'VERB', 'SCONJ', 'PRON', 'AUX', 'PART', 'PART', 'VERB', 'CCONJ', 'VERB', 'O']","['O', 'O', 'O', 'SCONJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'ADP', 'PRON', 'NOUN', 'VERB', 'SCONJ', 'PRON', 'AUX', 'PART', 'PART', 'VERB', 'CCONJ', 'VERB', 'O']","['O', 'O', 'O', 'SCONJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'ADP', 'PRON', 'NOUN', 'VERB', 'SCONJ', 'PRON', 'AUX', 'PART', 'PART', 'VERB', 'CCONJ', 'VERB', 'O']","['O', 'O', 'O', 'SCONJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'ADP', 'PRON', 'NOUN', 'VERB', 'SCONJ', 'PRON', 'AUX', 'PART', 'PART', 'VERB', 'CCONJ', 'VERB', 'O']","['O', 'O', 'O', 'B-IT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IT', 'I-IT', 'I-IT', 'I-IT', 'I-IT', 'I-IT', 'I-IT', 'I-IT', 'I-IT', 'I-IT', 'I-IT', 'I-IT', 'I-IT', 'I-IT', 'O']","['O', 'O', 'O', 'B-NULL', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NULL', 'I-NULL', 'I-NULL', 'I-NULL', 'I-NULL', 'I-NULL', 'I-NULL', 'I-NULL', 'I-NULL', 'I-NULL', 'I-NULL', 'I-NULL', 'I-NULL', 'I-NULL', 'O']"
31,train-31,"['Service', 'not', 'the', 'friendliest', 'to', 'our', '`', '`', 'large', 'party', '`', '`', '!']",explicit,Service,not the friendliest,negative,SERVICE GENERAL negative,"['NOUN', 'PART', 'DET', 'ADJ', 'ADP', 'PRON', 'PUNCT', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT']","['O', 'PART', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NOUN', 'PART', 'O', 'ADJ', 'ADP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NOUN', 'PART', 'O', 'ADJ', 'ADP', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'O', 'O']","['NOUN', 'PART', 'O', 'ADJ', 'ADP', 'PRON', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O']","['O', 'B-ET', 'I-ET', 'I-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
32,train-32,"['While', 'the', 'ambiance', 'and', 'atmosphere', 'were', 'great', ',', 'the', 'food', 'and', 'service', 'could', 'have', 'been', 'a', 'lot', 'better', '.']",explicit,ambiance,great,positive,AMBIENCE GENERAL positive,"['SCONJ', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'AUX', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['SCONJ', 'O', 'NOUN', 'O', 'O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['SCONJ', 'O', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['SCONJ', 'O', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
33,train-33,"['While', 'the', 'ambiance', 'and', 'atmosphere', 'were', 'great', ',', 'the', 'food', 'and', 'service', 'could', 'have', 'been', 'a', 'lot', 'better', '.']",explicit,atmosphere,great,positive,AMBIENCE GENERAL positive,"['SCONJ', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'AUX', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['SCONJ', 'O', 'NOUN', 'O', 'O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['SCONJ', 'O', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['SCONJ', 'O', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
34,train-34,"['While', 'the', 'ambiance', 'and', 'atmosphere', 'were', 'great', ',', 'the', 'food', 'and', 'service', 'could', 'have', 'been', 'a', 'lot', 'better', '.']",explicit,food,could have been a lot better,negative,FOOD QUALITY negative,"['SCONJ', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'AUX', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'AUX', 'AUX', 'O', 'NOUN', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'O', 'NOUN', 'O', 'O', 'AUX', 'AUX', 'AUX', 'O', 'NOUN', 'ADJ', 'O']","['SCONJ', 'O', 'NOUN', 'O', 'O', 'AUX', 'ADJ', 'O', 'O', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'AUX', 'AUX', 'O', 'NOUN', 'ADJ', 'O']","['SCONJ', 'O', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'ADJ', 'O', 'O', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'AUX', 'AUX', 'O', 'NOUN', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'I-ET', 'I-ET', 'I-ET', 'I-ET', 'I-ET', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
35,train-35,"['While', 'the', 'ambiance', 'and', 'atmosphere', 'were', 'great', ',', 'the', 'food', 'and', 'service', 'could', 'have', 'been', 'a', 'lot', 'better', '.']",explicit,service,could have been a lot better,negative,SERVICE GENERAL negative,"['SCONJ', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'AUX', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'AUX', 'AUX', 'O', 'NOUN', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'O', 'NOUN', 'O', 'O', 'AUX', 'AUX', 'AUX', 'O', 'NOUN', 'ADJ', 'O']","['SCONJ', 'O', 'NOUN', 'O', 'O', 'AUX', 'ADJ', 'O', 'O', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'AUX', 'AUX', 'O', 'NOUN', 'ADJ', 'O']","['SCONJ', 'O', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'ADJ', 'O', 'O', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'AUX', 'AUX', 'O', 'NOUN', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'I-ET', 'I-ET', 'I-ET', 'I-ET', 'I-ET', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
36,train-36,"['Looking', 'around', ',', 'I', 'saw', 'a', 'room', 'full', 'of', 'New', 'Yorkers', 'enjoying', 'a', 'real', 'meal', 'in', 'a', 'real', 'restaurant', ',', 'not', 'a', 'clubhouse', 'of', 'the', 'fabulous', 'trying', 'to', 'be', 'seen', '.']",explicit,meal,real,positive,FOOD QUALITY positive,"['VERB', 'ADV', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PART', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'VERB', 'PART', 'AUX', 'VERB', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
37,train-37,"['Looking', 'around', ',', 'I', 'saw', 'a', 'room', 'full', 'of', 'New', 'Yorkers', 'enjoying', 'a', 'real', 'meal', 'in', 'a', 'real', 'restaurant', ',', 'not', 'a', 'clubhouse', 'of', 'the', 'fabulous', 'trying', 'to', 'be', 'seen', '.']",explicit,restaurant,real,positive,AMBIENCE GENERAL positive,"['VERB', 'ADV', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PART', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'VERB', 'PART', 'AUX', 'VERB', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
38,train-38,"['Can', ""'"", 't', 'wait', 'to', 'go', 'back', '.']",implicit,,go back,positive,RESTAURANT GENERAL positive,"['AUX', 'AUX', 'NOUN', 'VERB', 'PART', 'VERB', 'ADV', 'PUNCT']","['O', 'O', 'O', 'VERB', 'O', 'VERB', 'ADV', 'O']","['AUX', 'AUX', 'NOUN', 'VERB', 'O', 'VERB', 'ADV', 'O']","['AUX', 'AUX', 'NOUN', 'VERB', 'O', 'VERB', 'ADV', 'O']","['AUX', 'AUX', 'NOUN', 'VERB', 'O', 'VERB', 'ADV', 'O']","['O', 'O', 'O', 'O', 'O', 'B-IT', 'I-IT', 'O']","['O', 'O', 'O', 'O', 'O', 'B-NULL', 'I-NULL', 'O']"
39,train-39,"['Sometimes', 'tables', 'do', ""n't"", 'understand', 'his', 'sense', 'of', 'humor', 'but', 'it', ""'s"", 'refreshing', 'to', 'have', 'a', 'server', 'who', 'has', 'personality', ',', 'professionalism', ',', 'and', 'respects', 'the', 'privacy', 'of', 'your', 'dinner', '.']",explicit,server,refreshing,positive,SERVICE GENERAL positive,"['ADV', 'NOUN', 'AUX', 'PART', 'VERB', 'PRON', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PRON', 'AUX', 'ADJ', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CCONJ', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'CCONJ', 'VERB', 'O', 'NOUN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'O', 'NOUN', 'O', 'VERB', 'O', 'O', 'O', 'O', 'CCONJ', 'VERB', 'O', 'NOUN', 'ADP', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
