As_true	As_pre	sentence	true_ner	predict_ner
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] dinners have always been excellent, in terms of food quality. [SEP]	O B-EO O O O O O O O O O O O O	O O O O O O O O O O B-EO O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] their apps are all delicious. [SEP]	O O B-EO O O O O O	O O B-EO O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] blue ribbon lives up to it s fantastic reputation. [SEP]	O B-EO I-EO O O O O O O O O O	O B-EO I-EO O O O O O O O O O
RESTAURANT#MISCELLANEOUS#NEGATIVE	RESTAURANT#MISCELLANEOUS#NEGATIVE	[CLS] i felt ackward and next time went to the casino bathroom. [SEP]	O O O B-NULL O O O O O O O O O O	O O O B-NULL O O O O O O B-EO O O O
FOOD#PRICES#NEUTRAL	FOOD#PRICES#NEUTRAL	[CLS] – i decided to eat at stack because of their price fixed pre - show dinner. [SEP]	O O O O O O O O O O O B-EO I-EO O O O B-EO O O	O O O O O O O O O O O O O O O O B-EO O O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] – i took my parents here for their anniversary - very very disappointed!!! [SEP]	O O O O O O O O O O O O O B-NULL O O O O	O O O O O O O O O O O O O B-NULL O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] unbeatable sushi! [SEP]	O O B-EO O O	O O B-EO O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] to start things off, our lovely server brooke was quickly on hand to take my drink order. [SEP]	O O O O O O O O O B-EO O O O O O O O O O O O	O O O O O O O O B-EO I-EO O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] every time ` ` 0 - sixtynine ` ` is called the bartender buys everyone drinks! [SEP]	O O O O O O O O O O O O O B-EO O O O O O	O O O O O O O O O O O O O B-EO O I-NULL O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] endless fun, awesome music, great staff!!! [SEP]	O O O O O B-EO O O O O O O O	O O O O O B-EO O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] endless fun, awesome music, great staff!!! [SEP]	O O O O O O O O B-EO O O O O	O O O O O O O O B-EO O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] endless fun, awesome music, great staff!!! [SEP]	O O B-NULL O O O O O O O O O O	O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#NEUTRAL	FOOD#STYLE_OPTIONS#NEUTRAL	[CLS] fair menu selection. [SEP]	O O B-EO I-EO O O	O O B-EO I-EO O O
RESTAURANT#MISCELLANEOUS#NEGATIVE	RESTAURANT#MISCELLANEOUS#NEGATIVE	[CLS] two rascally kids were seated near us for the first part of our dinner... they were replaced by a delightful preteen who pretended to gag every time seafood was mentioned at her table. [SEP]	O O B-NULL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-NULL B-NULL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] i rejected it because in the process of attempting to fix the eggs they broke something else in the dish and i was too frustrated to continue. [SEP]	O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] had many dishes but the best was the lobster 3 ways. [SEP]	O O O O O O O O O B-EO I-EO I-EO O O	O O O O O O O O O B-EO I-EO I-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the appetizer was interesting, but the creme brulee was very savory and delicious. [SEP]	O O B-EO O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the appetizer was interesting, but the creme brulee was very savory and delicious. [SEP]	O O O O O O O O B-EO I-EO O O O O O O O	O O O O O O O O B-EO I-EO O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the appetizer was interesting, but the creme brulee was very savory and delicious. [SEP]	O O O O O O O O B-EO I-EO O O O O O O O	O O O O O O O O B-EO I-EO O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] the decor was beautiful and unique. [SEP]	O O B-EO O O O O O O	O O B-EO O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] it s fresh, welcoming, delicious, and relaxing. [SEP]	O O O B-NULL O O O O O O O O O	O O O B-NULL O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] it s fresh, welcoming, delicious, and relaxing. [SEP]	O O O O O O O B-NULL O O O O O	O O O O O O O B-NULL O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] it s fresh, welcoming, delicious, and relaxing. [SEP]	O O O O O B-NULL O O O O O O O	O O O B-NULL O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] it s fresh, welcoming, delicious, and relaxing. [SEP]	O O O O O O O O O O B-NULL O O	O O O O O O O O O O B-NULL O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] addicting! [SEP]	O B-NULL O O	O B-NULL O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] even the chickpeas, which i normally find too dry, were good. [SEP]	O O O B-EO O O O O O O O O O O O O	O O O B-EO O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] this place rocks!! [SEP]	O O B-EO O O O O	O O B-EO O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] that s a huge compliment, especially in the fickled restaurant business,... enough already! [SEP]	O O O O B-NULL I-NULL O O O O O O O O O O O O O O O	O O O O B-NULL O O O O O O B-EO O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] after sitting there with my empty glass for over 20 minutes i left. [SEP]	O O O O O O O O O O O O O B-NULL O O	O O O O O O O O O O O O O B-NULL O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] be sure to try the oyster roll. [SEP]	O O O O O O B-EO I-EO O O	O O O O O O B-EO I-EO O O
RESTAURANT#PRICES#NEGATIVE	RESTAURANT#PRICES#NEGATIVE	[CLS] i m astonished that this restaurant is categorized as $ $ $ rather than $ $ $ $. [SEP]	O O O O O O B-EO O O O O O O O O O O O O O O	O O O O O O B-EO O O O O O O O O O O O O O O
FOOD#QUALITY#NEUTRAL	FOOD#QUALITY#NEUTRAL	[CLS] it was decent but nothing exceptional. [SEP]	O O O O O B-NULL I-NULL O O	O O O O O B-NULL I-NULL O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] service was kind of slow, our waitress took forever to give us our check even though it was nt that busy. [SEP]	O B-EO O O O O O O O O O O O O O O O O O O O O O O O	O B-EO O O O O O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] service was kind of slow, our waitress took forever to give us our check even though it was nt that busy. [SEP]	O O O O O O O O B-EO O O O O O O O O O O O O O O O O	O O O O O O O O B-EO O O O O O O O O O O O O O O O O
DRINKS#QUALITY#POSITIVE	DRINKS#QUALITY#POSITIVE	[CLS] – great drinks, corn beef hash, coffee, b fast burritos, gluten free menu. [SEP]	O O O B-EO O O O O O O O O O O O O O O O O	O O O B-EO O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – great drinks, corn beef hash, coffee, b fast burritos, gluten free menu. [SEP]	O O O O O B-EO I-EO I-EO O O O O O O O O O O O O	O O O O O B-EO I-EO O O O O O O O O O O O O O
DRINKS#QUALITY#POSITIVE	DRINKS#QUALITY#POSITIVE	[CLS] – great drinks, corn beef hash, coffee, b fast burritos, gluten free menu. [SEP]	O O O O O O O O O B-EO O O O O O O O O O O	O O O B-EO O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – great drinks, corn beef hash, coffee, b fast burritos, gluten free menu. [SEP]	O O O O O O O O O O O B-EO I-EO I-EO O O O O O O	O O O O O B-EO I-EO O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] – great drinks, corn beef hash, coffee, b fast burritos, gluten free menu. [SEP]	O O O O O O O O O O O O O O O O O B-EO O O	O O O O O O O O O O O O O O O O O I-EO O O
FOOD#PRICES#POSITIVE	FOOD#PRICES#POSITIVE	[CLS] the lunch menu is an awesome deal! [SEP]	O O B-EO I-EO O O O O O O	O O B-EO I-EO O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] took forever to get our order taken, water refills were too much to ask for and the only time she was fast was when we asked for our bill when we could get her attention. [SEP]	O O B-NULL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O B-NULL I-NULL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] the waiter was a bit unfriendly and the feel of the restaurant was crowded. [SEP]	O O B-EO O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O
AMBIENCE#GENERAL#NEGATIVE	AMBIENCE#GENERAL#NEGATIVE	[CLS] the waiter was a bit unfriendly and the feel of the restaurant was crowded. [SEP]	O O O O O O O O O B-EO O O O O O O O	O O O O O O O O O B-EO O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] – i recently had the pleasure of dining as this delightful restaurant on 2nd street and wow what a great evening we had. [SEP]	O O O O O O O O O O O O B-EO O O O O O O O O O O O O O	O O O O O O O O O O O O B-EO O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the specialty here is decadent pancakes, but i ve been back now four times, and i ve been wowed every time. [SEP]	O O O O O O B-EO O O O O O O O O O O O O O O O O O O O	O O O O O O B-EO O O O O O O O O O O O O O O O O O O O
RESTAURANT#PRICES#POSITIVE	RESTAURANT#PRICES#POSITIVE	[CLS] – pretty cheap for sit down mexican and downtown. [SEP]	O O O B-NULL O O O O O O O O	O O O B-NULL O O O O O O O O
LOCATION#GENERAL#POSITIVE	LOCATION#GENERAL#POSITIVE	[CLS] – pretty cheap for sit down mexican and downtown. [SEP]	O O O O O O O O O B-NULL O O	O O O O O O O B-NULL I-EO I-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the appetizer of oysters, lobster, crab ( small size ) made a perfect entre for my wife. [SEP]	O O B-EO I-EO I-EO I-EO I-EO I-EO I-EO I-EO I-EO I-EO I-EO O O O O O O O O O	O O B-EO I-EO I-EO I-EO I-EO I-EO I-EO O O O O O O O O O O O O O
RESTAURANT#MISCELLANEOUS#POSITIVE	RESTAURANT#MISCELLANEOUS#POSITIVE	[CLS] i just found out that you can have the place to yourself on nights and weekends for a private party - ca nt wait to celebrate my next birthday there. [SEP]	O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] – as with most restaurants in seattle, mioposto s service was bad and the food was overpriced. [SEP]	O O O O O O O O O O O B-EO O O O O O O O O O	O O O O O O O O O O O I-EO O O O O O O O O O
FOOD#PRICES#NEGATIVE	FOOD#PRICES#NEGATIVE	[CLS] – as with most restaurants in seattle, mioposto s service was bad and the food was overpriced. [SEP]	O O O O O O O O O O O O O O O O B-EO O O O O	O O O O O O O O O O O O O O O O B-EO O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] you can easily hear him though so it was a pleasant sound and not overbearing. [SEP]	O O O O O O O O O O O B-NULL O O O O O O	O O O O O O O O O O O B-NULL O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] you can easily hear him though so it was a pleasant sound and not overbearing. [SEP]	O O O O O O O O O O O O O O O B-NULL O O	O O O O O O O O O O O O O O O B-NULL O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] just go there and see for yourself. [SEP]	O B-NULL I-NULL O O O O O O O	O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] it s a great little place with tons of potential to be a neighborhood joint if the service were nt so impersonal and corporate - like. [SEP]	O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O	O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] it s a great little place with tons of potential to be a neighborhood joint if the service were nt so impersonal and corporate - like. [SEP]	O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O	O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] it s a great little place with tons of potential to be a neighborhood joint if the service were nt so impersonal and corporate - like. [SEP]	O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O	O O O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] brunch at murphy s is to die for, my specialty... egg white omelet, the food is always freshly prepared. [SEP]	O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] brunch at murphy s is to die for, my specialty... egg white omelet, the food is always freshly prepared. [SEP]	O O O O O O O O O O O O O O O O O O O O B-EO O O O O O O	O O O O O O O O O O O O O O O B-EO I-EO I-EO O O B-EO O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] brunch at murphy s is to die for, my specialty... egg white omelet, the food is always freshly prepared. [SEP]	O O O O O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O	O O O O O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] mama mia – i live in the neighborhood and feel lucky to live by such a great pizza place. [SEP]	O O O O O O O O O O O O O O O O O O B-EO I-EO O O	O O B-EO O O O O O O O O O O O O O O O B-EO I-EO O O
LOCATION#GENERAL#NEUTRAL	LOCATION#GENERAL#NEUTRAL	[CLS] – tucked away over by the beverly center. [SEP]	O O B-NULL I-NULL O O O O O O O	O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] the staff is pretty friendly. [SEP]	O O B-EO O O O O O	O O B-EO O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] and the service was simply spendid - quite a delight. [SEP]	O O O B-EO O O O O O O O O O	O O O B-EO O O O O O O O O O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] ok... – maybe i went in on someone s bad day... [SEP]	O O O O O O O O O O O O O B-NULL O O O O O	O O O O O O O O O O O O O B-NULL O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] i ve had the jellyfish, horse mackerel, blue fin tuna and the sake ikura roll among others, and they were all good. [SEP]	O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] i ve had the jellyfish, horse mackerel, blue fin tuna and the sake ikura roll among others, and they were all good. [SEP]	O O O O O O O B-EO I-EO O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] i ve had the jellyfish, horse mackerel, blue fin tuna and the sake ikura roll among others, and they were all good. [SEP]	O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] i ve had the jellyfish, horse mackerel, blue fin tuna and the sake ikura roll among others, and they were all good. [SEP]	O O O O O O O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] what else can you say nice people amazing food wow [SEP]	O O O O O O O O O B-EO O O	O O O O O O O O O B-EO O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] what else can you say nice people amazing food wow [SEP]	O O O O O O O B-EO O O O O	O O O O O O O B-EO O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] always good. [SEP]	O O B-NULL O O	O O B-NULL O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] my mouth felt very dry afterwards and i had that signature? msg? taste lingering in my throat after i left the restaurant. [SEP]	O O O O O B-NULL O O O O O O O O O O O O O O O O O O O O O	O O O O O B-NULL O O O O O O O O O O O O O O O O O O O O O
LOCATION#GENERAL#POSITIVE	LOCATION#GENERAL#POSITIVE	[CLS] oh yeah... the view was good, too. [SEP]	O O O O O O O B-EO O O O O O O	O O O O O O O B-EO O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] the manager continually interrupted with ` ` is there anything else i can do for you? ` `, a strange comment because she had hardly listened, let alone responded to our expression of disappointment at our experience. [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] the service ranges from mediocre to offensive. [SEP]	O O B-EO O O O O O O O	O O B-EO O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] fresh ingrediants and super tasty. [SEP]	O O B-EO O O O O O	O O B-EO O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] fresh ingrediants and super tasty. [SEP]	O O O O O B-NULL O O	O O O O O B-NULL O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] the ambiance of the restaurant was nice and good for fine dinning. [SEP]	O O B-EO O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] and the upstairs is a great place to hang out. [SEP]	O O O B-EO O O O O O O O O O	O O O B-EO O O O O O O O O O
RESTAURANT#GENERAL#NEUTRAL	RESTAURANT#GENERAL#NEUTRAL	[CLS] – not bad. [SEP]	O O B-NULL I-NULL O O	O O B-NULL I-NULL O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] i had the kafta plate and it was perfect. [SEP]	O O O O B-EO I-EO O O O O O O	O O O O B-EO I-EO O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – this place is famous for their breakfast. [SEP]	O O O O O O O O B-EO O O	O O O O O O O O B-EO O O
SERVICE#GENERAL#NEUTRAL	SERVICE#GENERAL#NEUTRAL	[CLS] waited 35 minutes for a table for 8 which was ok for such a big crowd. [SEP]	O O O O O O O O O O O B-NULL O O O O O O O	O O O O O O O O O O O B-NULL O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] the entire staff was extremely accomodating and tended to my every need. [SEP]	O O O B-EO O O O O O O O O O O O	O O O B-EO O O O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] there was a really nice vibe about the place... good music, atmosphere and happy looking people. [SEP]	O O O O O O O O O O O O O O B-EO O O O O O O O O	O O O O O O O O O O O O O O B-EO O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] there was a really nice vibe about the place... good music, atmosphere and happy looking people. [SEP]	O O O O O O O O O O O O O O O O B-EO O O O O O O	O O O O O O O O O O O O O O B-EO O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] there was a really nice vibe about the place... good music, atmosphere and happy looking people. [SEP]	O O O O O O B-EO O O O O O O O O O O O O O O O O	O O O O O O B-EO O O O O O O O O O O O O O O O O
RESTAURANT#MISCELLANEOUS#POSITIVE	RESTAURANT#MISCELLANEOUS#POSITIVE	[CLS] there was a really nice vibe about the place... good music, atmosphere and happy looking people. [SEP]	O O O O O O O O O O O O O O O O O O O O B-EO O O	O O O O O O O O O B-EO O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] try the chef s choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty. [SEP]	O O O O O O O O O O O O O O O O B-EO O O O O O	O O O O O O O O O O O O O O O O B-EO O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] try the chef s choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty. [SEP]	O O O O O O O O O O B-EO I-EO O O O O O O O O O O	O O O B-EO I-EO I-EO O I-EO O O B-EO I-EO O O O O O O O O O O
